품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,symptoms_id
Russian Blue Cat(러시안 블루 고양이),F,2203,D_VIP,중국분 어디서 어떻게 그런것인지 모름 왼쪽 뒷다리 새끼발가락 절단 본인의 고양이가 아니고 여행간 친구 고양이 예방접종 완료 alert aus nrf 심박 호흡수 안정적 출혈 거의 없음 왼쪽 새끼발가락과 패드부분이 도려낸것 처럼 아예 잘려 나감 tx 주사마취후 소독후 남아이쓴 발가락뼈 짧게 자른후 피부봉합실시 cepha famo tra iv 중국분이긴 한데 한국말은 잘 이해하심 어제 청구비용은 완납 오후 time 에 연락 드린다 했고 드레싱 한번 하시면서 보시고 저녁쯤에 내복약 지어서 퇴원시키면 될것 같습니다. ,,0, 상기에 해당하지 않는 근골격계 질환 ,근육 골격 질환 ,기타 증상,기타 증상,288,5
Maltese(말티즈),M,2181,B_W,변을 잘 못봐서 아버님께 혼났는데 채인것 같다고 하심 맞고 나서 time 정도 지나면서 계속 뒷다리에 힘이 없는 듯한 증상을 보임 체온 도 우후지 mono paresis proprioception 감소 lumbar lesion back pain 혈액검사 ck 증가 외에 특이소견없음 과거 ivdd 병력이 있던 환자로서 외상에 의한 ivdd 발생가능성이 높음 익일 mri 촬영 예정 mpss 고용량 요법 항산화제 fluid 진통 항생제 ,,4, 추간판 탈출증 ,근육 골격 질환 ,통증,통증,243,12
Poodles(푸들),FS,2245,C_잠실ON,cc 구토. hpi 수일 전 부터 복부팽만 구토 증상을 보임. 강동구의 가람동물병원에 다니고 계심 history med 호르몬약 최근에 소화기 약 복용 vac all booster hwp done trauma surg 무릎수술 중성화수술 닭뼈제거 수술 env indoor alone month 회 산책 food d 오이 month 전 쿠싱증후군 진단을 받고 약을 복용 중 간수치가 이상 상승. month 전 호르몬 수치는 잘 유지되고 간수치가 까지 하락 month 전부터 retching. month 전부터는 하루에 회 구토를 보임. 방사선 검사상에서는 특이적인 소견 없음. 우측 번 유선 종양이 최근 급격히 커짐 최근 한달간 year 넘게 그대로 있었음 평소 구토는 없음. 음식 알러지가 있음. 귀병은 크게 고생한 적은 없음. exercise intolerance . 신체검사상 systolic murmur . 혈액검사상 alp의 경도의 상승. . 영상진단 검사상 간비대 심비대 양측 부신의 크기 증가 췌장의 부종성 변화 간에코의 증가등의 소견 확인 . acth 검사상 쿠싱 조절 안되는 것으로 판단 . 환자의 최근 소화기 증상은 부신 피질 호르몬의 증가로 인한 만성 췌장염 증상의 악화로 판단됨. 증상이 경미하여 항구토제 및 췌장염에 준하여 처방하며 증상 악화시 입원치료 권유 식이 변화 꾀했으나 d 급여중인 환자로 low fat 급여시 피부 병증 발생할 가능성 있어 d 갈아서 급여하는 쪽으로 설명 . 심장병 확인되었으며 수축능력 감소하는 것으로 판단. 추후 보호자 확인 결과 따님은 기침이 있다고 설명하여 약물 처방 증상 악화시 이뇨제등의 처방 필요할 수 있음을 안내 ce 쿠싱이 급격히 진행하는 편인 듯. 이 경우 신장 심장 췌장등의 합병증이 급격히 발생하는 경우 있어 적극적인 모니터링이 필요할 것으로 판단됨 당분간 본원에서 모니터링 하되 안정될 경우 가람동물병원에서 처방받을 것을 추천 month 전 호르몬 질환 진단 후 약 복용중 간수치 높다고 들으심 최근 갑자기 유선종양 배쪽에 있던 지방종으로 추정되는 것이 매우 커졌음 month 일 전부터 심한 구토 증상있음 알러지때문에 스테로이드 오래 복용하였음 구토후 복부방사선 촬영했고 가스가 차있는것 외엔 이상 소견 없다고 들으심 금일 다니던 병원에서 구토 지속되면 초음파 내시경 실시하자고 안내들었는데 조금 더 큰병원에서 검사 받고 싶으시다고 전화문의 주심 한원장님 진료 원하심 금일 time time 예약 cpli abnormal. ,"2082, 2087",1, 부 신피질 기능 항진증 · 커싱 증후군,내분비 질환 ,구토(급성/만성),구토(급성/만성),1230,0
Shar-Pei(샤페이),F,2071,A_라라,s 어제 주사 처치 후 구토 설사 그 후로 없음 오늘은 아침에 사료 먹었는데 약간 기운이 없어서 내원함. 체온은 정상으로 회복 체중은 감량 cbc crp 상승 na cl 저하 cpl 정상 장염 일주일 후 리쳌. 그 때 상태 보고 검사 진행 ,,"1,2",,,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),134,1
Mixed(혼합),FS,2186,B_W,s year 전쯤 슬개골 수술을 진행함 금일 혈액 검사를 진행하고 내일 수술을 진행할 예정 ,,4, 십자 인대 손상 · 파열 (전 / 후) ,근육 골격 질환 ,통증,통증,51,12
Mixed(혼합),FS,2043,B_W,집에서 구토했다고하며 출근때문에 애기를 맡겨놓고가심 진료선생님정해지면 전화상으로 진료상담하시겠다고합니다.연락주세요. 그 동안 부산에 가 있어서 약만 받아갔음. 이전에 심장병과 췌장염 때문에 진료를 받았었음. pe 안구 백탁은 있지만 백내장은 아님. plr 정상. 심잡음은 명확하지 않음. 정상으로 청진됨. 그러나 부정맥은 있음. 흉방에서 심장크기는 정상. vhs v. 복방에서 간비대가 관찰됨. crp cpl 은 정상. alp lipase tg glo g 다른 수치는 정상. 혈압 구토를 유발할 만한 질환은 확인되지 않았음. year month 에서 month 로 넘어가면서 프릴리움을 바소틉으로 바꿈. year month time 에 심장병 재검. 심초에서 tr과 폐고혈압 진단. 프릴리움 처방 다음에 필요시 초음파검사 복부 심장 . ,,1, 위염 / 위장염 / 장염 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),412,0
Poodles(푸들),FS,2193,C_잠실ON,밤 time 경 소파에서 떨어지며 통증 호소 보호자분이 잠깐 자리를 비운 사이 right radius ulnar fracture 확인. 익일 수술 예정 ,,4, 골절 (앞발) ,근육 골격 질환 ,통증,통증,85,12
Shih Tzu(시추),MN              ,2155,G_부천이지,우측 상안검 mass 검은색 time 정도 크기의 원형 mass 소양감 없음 예방접종 사상충 예방 중 흉복부 방사선 검사 심장 폐 혈관 폐에 특이적인 소견 관찰되지 않음 목 등쪽 피부에 골 밀도 물질 관찰됨 cataneous calcinosis로 생각 간의 caudoventral margin이 늑골궁 밖으로 약간 뻗어 있어 미약한 간 비대 의심 초음파 확인 필요 방광 내 원형 골 밀도 물질 개 관찰. 방광 결석으로 생각됨. 복부 초음파 검사 간에 특이적인 소견 없음. 담낭 내 소량의 슬러지 관찰. 방광 내 소량의 cristal 과 결석 관찰. 양측 신장 nsf 췌장 nsf fna 검사 전북대학교 의뢰 상담 방광 결석 ca bun 수치 상승 지속적으로 모니터 권유 오늘 세포 검사 의뢰후 결과에 따라 수술 방법 결정 예정 ,2092,221, 눈 및 부속 기관의 종양 질환 , 눈 및 부속 기관의 질환,"종괴, 혹, 낭종","종괴, 혹, 낭종",407,11
Pekingese(페키니즈),F               ,2022,D_VIP, money 수납 승희 강북동물병원에서 내원하심. 작년에 자궁에 문제가 보인적 있어 오늘 의뢰병원 내원시 어제 오후부터 호흡이 힘들어지고 어제 하루종일 식욕 전혀 없고. 어제 오후까지는 사람 음식에 반응은 있었음. 예방 사상충예방 안하심. rr min crackle 있음 murmur 확인 힘듬. 흉방 응급 양측 후엽 폐침윤 락테 crp 혈검 다른 혈검상 특이사항 없음. 심장사상충 검사 결과 사상충 키트 검사 혈액 도말 현미경검사 filalia 폐렴 o supply 적극적 항생제처치 수액처치 네뷸 month 회 nac 보호자상담 치료기간은 치료반응 좋을시 month 치료 반응 좋지 않으면 수일내 사망가능성. month 동안 고비 month 치료비용은 money 선. 현금수납시 할인해드리기로함. 입원 모니터링 time 경 furosemide time kg time 처치 폐수종준한 응급처치 time time cefotaxime time처치 폐렴으로 치료방향 전환 ,,14, 폐렴 , 호흡기 질환 ,호흡곤란,호흡곤란,486,14
Shetland Sheepdog(셰틀랜드 쉽도그),MN,2071,C_잠실ON,cc 구토 회 이상 구토 내용물 사료 내용물 후에 노란색 액체 사료 나우 간식 강아지용 치즈 변은 약간 묽은변 예방접종 완료 사상충 레볼루션 time 에 사료 급여 time 부터 구토 시작 그전까지 전구 증상 전혀 없었음 입원은 원치 않으심 원래 다니는 병원 가신다고 함 혈액검사 bun 주사 시메티딘 메토클로프라마이드 신장수치 리체크 해봐야 한다고 설명드림 ,,1, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,구토(급성/만성),구토(급성/만성),201,0
A.Cocker Spaniel(아메리카 코커),M,2227,A_라라,s 내일 항문주위 선암종 제거 중성화 항문낭 제거 수술 받기로 함. 매우 얌전함. 항문주위 선암종 중성화 항문낭 제거 술수 day 에 퇴원 마취전 검사는 month time 미리 실시함 ,,221,,,"종괴, 혹, 낭종","종괴, 혹, 낭종",104,11
Maltese(말티즈),MN,2190,A_라라,s day 우측 슬개골탈구 교정 수술 전십자인대파열여부 반달연골 손상 여부 확인 마취 양호시 우측 귀 뒤 피부 사마귀 종괴 제거 슬개골탈구 수술 day 술전 입원 동의서 작성 완료됨 day 술전검사 이상 발견시 수술 보류 수술 후 time 입원 추가진통처치 필요시 말씀 드리고 하기로 함 ,2186.0,4,,,통증,통증,161,12
Poodles(푸들),F               ,2257,D_VIP,cc 사람감기약 섭취. 전화상담 내용 파워콜에스 연질 캡슐을 아이들이 뜯어 먹음. 성분 dl 메틸에페드린염산염 time 구아이페네신 time 아세트아미노펜time 카페인무수물 time 클로르페니라민말레산염 time 누가 어느정도 먹은 지도 정확하지 않음. 지금 특이사항은 보이지 않는다고 하심. 언제 먹었는지는 알 수 없음. 구토 흔적없었음. 알은 조금씩 터져있고 한알은 아예 터져있었음. 침대에 가루가뿌려져있었음. 활력 양호. 청진 양호. 체온 양호. a nrf 아세트아미토펜 중독 가능성 약함 개 time kg 독성용량이나 캡슐에time g가 함유되어 있어서 한캡슐이라도 먹었으면 위험할 수 있음. 아세트아미노펜 중독 증상 개는 주로 간독성을 나타내며 침울 수시간 내 구토 복통 어두운색 뇨 month 내 사망가능성 안내드림. 먹은지 오래되지 않았으면 혈액검사상 특이사항 보이지 않을 수 있음. 컨디션 양호하여 혈액검사 결과 정상수치라 집에 돌아가셔서 아이들 상태 모니터링 하기로 하였으나 걱정되셔서 다시 입원시키심. 수액 처치 s vit vit 타우린 카토살 ornipural 유지배. 식욕 활력 구토 배변상태 모니터링 예정. 중독 증상 발현시 acetylcystein 투여 예정. 특이사항 없으면 익일 오후 퇴원예정임. ,,25, 인체 약물에 의한 중독 ,전신성의 질환,이물,이물,631,10
Poodles(푸들),F,2043,D_VIP, money 선납 아름 평소 이물을 많이 먹음 사람 파마 마는 종이를 먹었어요. time 이후부터 구토 토물에 종이도 같이 나옴 활력양호 aus bt blood test nrf tx 수액 맞으며 모니터링 ce 괜찮을수도 심한위장관계질병이나 신경증상까지도 나타날수 있습니다. 내일까지 괜찮아져서 퇴원하더라도 month 은 모니터링 필요 증세 지속되거나 상황악화시 추가적인 검사와 처치 필요 혹시라도 남아있는 종이들이 있으면 나중에라도 문제가 되서 수술할수도 있습니다. 상태 괜찮으면 익일 오후 time 담당선생님 연락드리며 퇴원시간 안내하겠습니다. 야간 by 홍 식욕활력 좋음 구토설사 없음 보호자통화 연결안됨 주간 by 혜 활력 매우 양호. 배변없음. 배뇨 양호. 식욕도 양호. 복부초음파 gi tract by hyuna 위 및 소장 내 이물 관찰되지 않음 폐색 의심되지 않음 내복약 처방하에 퇴원진행. sucralfate timepo bid 식전 time 내복약 month 분 소화기증상 모니터링. 뒷발 한쪽에 며느리발톱 제거수술관련 상담. 비용은 대략 money 근처. 정확한 비용은 외과과장님 상담 필요합니다. 특이사항 없을시 입원없이 당일 퇴원 익일 술부상태 체크. 매일 소독 month 후 발사 안내드림. ,Gastroenteritis,1, 위염 / 위장염 / 장염 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),624,0
Maltese(말티즈),MN,2001,B_W,망원ah에 갔다가 왔음. month 전에. 심장병이 의심된다고 검사받으라고 해서 내원. cough 또는 sneezing을 많이 보임. good app. no gi signs. all boosting. regular hw prevention hg plus . no ectoparasite prevention. 눈 주위의 발적과 눈물량 증가. cj에서 나오는 사료 먹임. 마트에서 구입. 흉방에서 bronchial collapse관찰. tracheal collapse는 관찰되지 않음. 흉골이 함몰되어 관찰. 심비대는 관찰되지 않음. ecg mild sinus tachycardia hrbpm. bp echo mild mr hypertrophic cardiac muscle severe ar time no la dilation. 요천자시 요가 없어서 바로 검사하지는 못함. 요검사시 요량이 적어서 기본 검사만 실시. 요검사 usg money 이상. leuko 침사에서 다수의 구균과 lipid 관찰. 세균배양 의뢰 필요. 초음파에서 담낭의 슬러지 다량 관찰. 우측 신장의 구조가 깨지고 고에코성. 우측 부신의 종대. 좌측 부신응 정상크기. 간에 cyst가 관찰됨. mvi stage 심장질환은 초기이므로 증상 발현시까지 모니터링하고 month 마다 재검이 필요함. 연구개노장으로 기관지 허탈과 흉골의 함몰이 발생하였음. 전신고혈압으로 혈액검사와 요검사 복부 초음파 검사등 실시. 부신기능검사. acth 자극시험. 요배양. sdma의뢰. 우선 항생제와 ramipril 처방하고 다음 주에 혈압 재검하고 신장 전해질 재검. sdma와 부신기능검사 결과 종합하여 판단할 것. 다음 주 내원시 공복상태로 내원하고 마취하에 치과 방사선 또는 ct촬영 스케일링 진행. 다른 이상소견이 없으면 알러지 검사진행할 것. 결과 종합한 후에 망원으로 다시 보낼 것. rx ramipril money mg kg sid cefa time kg bid cime time kg bid uda time kg biddays. 다음 주 day 오전에 내원하여 혈압 신장 전해질 측정 후 수액처치. 오후에 치과방사선 또는 ct촬영하고 스케일링. acth 자극시험결과와 sdma 결과 요배양결과 상담. 고혈압과 ckd 쿠씽 연관성 있는지 확인. ,"2091, 2039, 2019","5,39", 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,기침,기침,1123,4
